time,current_count,num_tracked,num_persons_in,previous_count,total_count,stay_time,mean_stay_time,infer_time,process_time,result
18:47:30,1,0,0,0,0,0,0,0.17020082473754883,4.696846008300781e-05,"[{'xmin': 186, 'xmax': 443, 'ymin': 264, 'ymax': 433, 'class_id': 0, 'confidence': 0.4812772}, {'xmin': 133, 'xmax': 419, 'ymin': 266, 'ymax': 431, 'class_id': 0, 'confidence': 0}]"
18:47:31,1,0,0,0,0,0,0,0.151261568069458,3.170967102050781e-05,"[{'xmin': 196, 'xmax': 471, 'ymin': 247, 'ymax': 428, 'class_id': 0, 'confidence': 0.7201187}, {'xmin': 202, 'xmax': 548, 'ymin': 249, 'ymax': 428, 'class_id': 0, 'confidence': 0}]"
18:47:31,1,0,0,0,0,0,0,0.23582673072814941,3.075599670410156e-05,"[{'xmin': 222, 'xmax': 463, 'ymin': 216, 'ymax': 434, 'class_id': 0, 'confidence': 0.88549054}, {'xmin': 230, 'xmax': 498, 'ymin': 217, 'ymax': 430, 'class_id': 0, 'confidence': 0}]"
18:47:31,1,1,1,1,1,1.2111663818359374e-05,1.2111663818359374e-05,0.23349452018737793,3.266334533691406e-05,"[{'xmin': 259, 'xmax': 478, 'ymin': 185, 'ymax': 433, 'class_id': 0, 'confidence': 0.9707006}, {'xmin': 241, 'xmax': 453, 'ymin': 182, 'ymax': 437, 'class_id': 0, 'confidence': 0}, {'xmin': 255, 'xmax': 484, 'ymin': 169, 'ymax': 416, 'class_id': 0, 'confidence': 0}]"
18:47:31,1,1,1,1,1,0.02039635181427002,0.02039635181427002,0.14153480529785156,3.361701965332031e-05,"[{'xmin': 282, 'xmax': 483, 'ymin': 152, 'ymax': 429, 'class_id': 0, 'confidence': 0.97769207}, {'xmin': 281, 'xmax': 482, 'ymin': 170, 'ymax': 434, 'class_id': 0, 'confidence': 0}]"
18:47:32,1,1,1,1,1,0.06236116886138916,0.06236116886138916,0.15311551094055176,3.552436828613281e-05,"[{'xmin': 300, 'xmax': 491, 'ymin': 122, 'ymax': 424, 'class_id': 0, 'confidence': 0.9810412}, {'xmin': 301, 'xmax': 494, 'ymin': 109, 'ymax': 413, 'class_id': 0, 'confidence': 0}, {'xmin': 309, 'xmax': 526, 'ymin': 124, 'ymax': 421, 'class_id': 0, 'confidence': 0}]"
18:47:32,1,1,1,1,1,0.13585777282714845,0.13585777282714845,0.24790215492248535,3.695487976074219e-05,"[{'xmin': 313, 'xmax': 499, 'ymin': 106, 'ymax': 416, 'class_id': 0, 'confidence': 0.96668345}, {'xmin': 317, 'xmax': 493, 'ymin': 107, 'ymax': 430, 'class_id': 0, 'confidence': 0}, {'xmin': 323, 'xmax': 509, 'ymin': 100, 'ymax': 417, 'class_id': 0, 'confidence': 0}, {'xmin': 323, 'xmax': 511, 'ymin': 112, 'ymax': 425, 'class_id': 0, 'confidence': 0}, {'xmin': 374, 'xmax': 528, 'ymin': 78, 'ymax': 158, 'class_id': 29, 'confidence': 0.40514067}]"
18:47:32,1,1,1,1,1,0.23170623779296876,0.23170623779296876,0.16092538833618164,3.647804260253906e-05,"[{'xmin': 330, 'xmax': 508, 'ymin': 91, 'ymax': 416, 'class_id': 0, 'confidence': 0.9683843}, {'xmin': 317, 'xmax': 501, 'ymin': 96, 'ymax': 414, 'class_id': 0, 'confidence': 0}, {'xmin': 332, 'xmax': 507, 'ymin': 108, 'ymax': 428, 'class_id': 0, 'confidence': 0}, {'xmin': 321, 'xmax': 493, 'ymin': 109, 'ymax': 427, 'class_id': 0, 'confidence': 0}]"
18:47:32,1,1,1,1,1,0.35002932548522947,0.35002932548522947,0.16233539581298828,3.3855438232421875e-05,"[{'xmin': 343, 'xmax': 511, 'ymin': 79, 'ymax': 416, 'class_id': 0, 'confidence': 0.97352403}, {'xmin': 319, 'xmax': 499, 'ymin': 86, 'ymax': 414, 'class_id': 0, 'confidence': 0}]"
18:47:33,1,1,1,1,1,0.49920792579650874,0.49920792579650874,0.24048995971679688,3.361701965332031e-05,"[{'xmin': 353, 'xmax': 521, 'ymin': 65, 'ymax': 420, 'class_id': 0, 'confidence': 0.9634645}, {'xmin': 353, 'xmax': 522, 'ymin': 50, 'ymax': 406, 'class_id': 0, 'confidence': 0}]"
18:47:33,1,1,1,1,1,0.6730838298797607,0.6730838298797607,0.1844625473022461,3.337860107421875e-05,"[{'xmin': 363, 'xmax': 530, 'ymin': 51, 'ymax': 432, 'class_id': 0, 'confidence': 0.7626674}, {'xmin': 367, 'xmax': 533, 'ymin': 36, 'ymax': 419, 'class_id': 0, 'confidence': 0}]"
18:47:33,1,1,1,1,1,0.871461248397827,0.871461248397827,0.1822652816772461,3.075599670410156e-05,"[{'xmin': 375, 'xmax': 539, 'ymin': 40, 'ymax': 412, 'class_id': 0, 'confidence': 0.5767523}]"
18:47:33,0,1,1,1,1,1.100658082962036,1.100658082962036,0.24016380310058594,2.86102294921875e-06,[]
18:47:34,0,1,1,1,1,1.3543190002441405,1.3543190002441405,0.18195343017578125,2.384185791015625e-06,[]
18:47:34,0,1,1,1,1,1.630843710899353,1.630843710899353,0.16623377799987793,2.86102294921875e-06,[]
18:47:34,0,1,1,1,1,1.9384366750717161,1.9384366750717161,0.2426464557647705,2.6226043701171875e-06,[]
18:47:34,1,1,1,1,1,2.2696624994277954,2.2696624994277954,0.17386817932128906,3.457069396972656e-05,"[{'xmin': 368, 'xmax': 539, 'ymin': 17, 'ymax': 400, 'class_id': 0, 'confidence': 0.59055877}, {'xmin': 371, 'xmax': 540, 'ymin': 16, 'ymax': 367, 'class_id': 0, 'confidence': 0}]"
18:47:35,1,1,1,1,1,2.6252893686294554,2.6252893686294554,0.18134164810180664,3.4809112548828125e-05,"[{'xmin': 366, 'xmax': 539, 'ymin': 19, 'ymax': 362, 'class_id': 0, 'confidence': 0.85908604}, {'xmin': 361, 'xmax': 540, 'ymin': 31, 'ymax': 387, 'class_id': 0, 'confidence': 0}, {'xmin': 377, 'xmax': 429, 'ymin': 83, 'ymax': 140, 'class_id': 29, 'confidence': 0.6214998}]"
18:47:35,1,1,1,1,1,3.002816081047058,3.002816081047058,0.15635037422180176,3.337860107421875e-05,"[{'xmin': 368, 'xmax': 532, 'ymin': 21, 'ymax': 392, 'class_id': 0, 'confidence': 0.98183036}, {'xmin': 373, 'xmax': 534, 'ymin': 11, 'ymax': 374, 'class_id': 0, 'confidence': 0}]"
18:47:35,1,1,1,1,1,3.403115224838257,3.403115224838257,0.16544055938720703,3.3855438232421875e-05,"[{'xmin': 374, 'xmax': 531, 'ymin': 20, 'ymax': 391, 'class_id': 0, 'confidence': 0.97662336}, {'xmin': 377, 'xmax': 533, 'ymin': 17, 'ymax': 368, 'class_id': 0, 'confidence': 0}]"
18:47:35,1,1,1,1,1,3.8340577602386476,3.8340577602386476,0.2376871109008789,3.4809112548828125e-05,"[{'xmin': 376, 'xmax': 530, 'ymin': 18, 'ymax': 391, 'class_id': 0, 'confidence': 0.9844683}, {'xmin': 378, 'xmax': 530, 'ymin': 15, 'ymax': 370, 'class_id': 0, 'confidence': 0}]"
18:47:36,1,1,1,1,1,4.294843363761902,4.294843363761902,0.21375083923339844,3.361701965332031e-05,"[{'xmin': 373, 'xmax': 529, 'ymin': 16, 'ymax': 392, 'class_id': 0, 'confidence': 0.9815005}, {'xmin': 375, 'xmax': 533, 'ymin': 12, 'ymax': 378, 'class_id': 0, 'confidence': 0}]"
18:47:36,1,1,1,1,1,4.7755520105361935,4.7755520105361935,0.13688874244689941,3.528594970703125e-05,"[{'xmin': 373, 'xmax': 530, 'ymin': 13, 'ymax': 394, 'class_id': 0, 'confidence': 0.8765582}, {'xmin': 373, 'xmax': 533, 'ymin': 9, 'ymax': 378, 'class_id': 0, 'confidence': 0}]"
18:47:36,1,1,1,1,1,5.286357069015502,5.286357069015502,0.23256564140319824,3.910064697265625e-05,"[{'xmin': 373, 'xmax': 530, 'ymin': 13, 'ymax': 393, 'class_id': 0, 'confidence': 0.959446}, {'xmin': 374, 'xmax': 533, 'ymin': 11, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:36,1,1,1,1,1,5.819341373443603,5.819341373443603,0.15905284881591797,3.361701965332031e-05,"[{'xmin': 373, 'xmax': 530, 'ymin': 12, 'ymax': 394, 'class_id': 0, 'confidence': 0.93793833}, {'xmin': 374, 'xmax': 533, 'ymin': 8, 'ymax': 379, 'class_id': 0, 'confidence': 0}]"
18:47:37,1,1,1,1,1,6.373721051216124,6.373721051216124,0.15159368515014648,3.3855438232421875e-05,"[{'xmin': 373, 'xmax': 530, 'ymin': 12, 'ymax': 394, 'class_id': 0, 'confidence': 0.9360877}, {'xmin': 373, 'xmax': 532, 'ymin': 7, 'ymax': 381, 'class_id': 0, 'confidence': 0}]"
18:47:37,1,1,1,1,1,6.950220084190367,6.950220084190367,0.15112686157226562,3.2901763916015625e-05,"[{'xmin': 371, 'xmax': 529, 'ymin': 15, 'ymax': 392, 'class_id': 0, 'confidence': 0.94818366}, {'xmin': 373, 'xmax': 532, 'ymin': 7, 'ymax': 382, 'class_id': 0, 'confidence': 0}]"
18:47:37,1,1,1,1,1,7.555843067169188,7.555843067169188,0.22413849830627441,3.409385681152344e-05,"[{'xmin': 371, 'xmax': 528, 'ymin': 16, 'ymax': 390, 'class_id': 0, 'confidence': 0.966157}, {'xmin': 374, 'xmax': 530, 'ymin': 8, 'ymax': 380, 'class_id': 0, 'confidence': 0}]"
18:47:37,1,1,1,1,1,8.1836510181427,8.1836510181427,0.1593952178955078,3.409385681152344e-05,"[{'xmin': 371, 'xmax': 524, 'ymin': 23, 'ymax': 388, 'class_id': 0, 'confidence': 0.9576295}, {'xmin': 375, 'xmax': 527, 'ymin': 12, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:38,1,1,1,1,1,8.833821606636047,8.833821606636047,0.16185641288757324,3.457069396972656e-05,"[{'xmin': 371, 'xmax': 524, 'ymin': 22, 'ymax': 389, 'class_id': 0, 'confidence': 0.9470391}, {'xmin': 374, 'xmax': 527, 'ymin': 11, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:38,1,1,1,1,1,9.514716100692748,9.514716100692748,0.2377636432647705,3.3855438232421875e-05,"[{'xmin': 371, 'xmax': 523, 'ymin': 23, 'ymax': 390, 'class_id': 0, 'confidence': 0.94975364}, {'xmin': 374, 'xmax': 526, 'ymin': 11, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:38,1,1,1,1,1,10.227019691467284,10.227019691467284,0.24287176132202148,3.337860107421875e-05,"[{'xmin': 372, 'xmax': 524, 'ymin': 22, 'ymax': 392, 'class_id': 0, 'confidence': 0.958788}, {'xmin': 375, 'xmax': 527, 'ymin': 10, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:39,1,1,1,1,1,10.971040844917296,10.971040844917296,0.2486865520477295,3.3855438232421875e-05,"[{'xmin': 372, 'xmax': 524, 'ymin': 23, 'ymax': 390, 'class_id': 0, 'confidence': 0.96661377}, {'xmin': 375, 'xmax': 527, 'ymin': 12, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:39,1,1,1,1,1,11.745109987258909,11.745109987258909,0.23344945907592773,3.3855438232421875e-05,"[{'xmin': 371, 'xmax': 523, 'ymin': 24, 'ymax': 389, 'class_id': 0, 'confidence': 0.96290076}, {'xmin': 375, 'xmax': 526, 'ymin': 12, 'ymax': 375, 'class_id': 0, 'confidence': 0}]"
18:47:39,1,1,1,1,1,12.5412859916687,12.5412859916687,0.15832757949829102,3.337860107421875e-05,"[{'xmin': 371, 'xmax': 523, 'ymin': 22, 'ymax': 390, 'class_id': 0, 'confidence': 0.95412385}, {'xmin': 374, 'xmax': 526, 'ymin': 11, 'ymax': 374, 'class_id': 0, 'confidence': 0}]"
18:47:39,1,1,1,1,1,13.367488479614256,13.367488479614256,0.23328852653503418,3.3855438232421875e-05,"[{'xmin': 371, 'xmax': 523, 'ymin': 22, 'ymax': 390, 'class_id': 0, 'confidence': 0.9626057}, {'xmin': 374, 'xmax': 526, 'ymin': 11, 'ymax': 375, 'class_id': 0, 'confidence': 0}]"
18:47:40,1,1,1,1,1,14.216755962371824,14.216755962371824,0.1681976318359375,3.361701965332031e-05,"[{'xmin': 370, 'xmax': 524, 'ymin': 24, 'ymax': 389, 'class_id': 0, 'confidence': 0.9525485}, {'xmin': 373, 'xmax': 527, 'ymin': 14, 'ymax': 372, 'class_id': 0, 'confidence': 0}]"
18:47:40,1,1,1,1,1,15.0896849155426,15.0896849155426,0.17377543449401855,3.337860107421875e-05,"[{'xmin': 369, 'xmax': 524, 'ymin': 23, 'ymax': 389, 'class_id': 0, 'confidence': 0.89884585}, {'xmin': 372, 'xmax': 528, 'ymin': 13, 'ymax': 374, 'class_id': 0, 'confidence': 0}]"
18:47:40,1,1,1,1,1,15.987023186683652,15.987023186683652,0.18120765686035156,3.266334533691406e-05,"[{'xmin': 370, 'xmax': 524, 'ymin': 22, 'ymax': 390, 'class_id': 0, 'confidence': 0.86369574}, {'xmin': 374, 'xmax': 527, 'ymin': 12, 'ymax': 375, 'class_id': 0, 'confidence': 0}]"
18:47:40,1,1,1,1,1,16.908608484268186,16.908608484268186,0.17964911460876465,3.3855438232421875e-05,"[{'xmin': 371, 'xmax': 524, 'ymin': 23, 'ymax': 389, 'class_id': 0, 'confidence': 0.9005884}, {'xmin': 375, 'xmax': 528, 'ymin': 11, 'ymax': 375, 'class_id': 0, 'confidence': 0}]"
18:47:41,1,1,1,1,1,17.852401733398434,17.852401733398434,0.15966486930847168,3.24249267578125e-05,"[{'xmin': 371, 'xmax': 524, 'ymin': 23, 'ymax': 388, 'class_id': 0, 'confidence': 0.9323114}, {'xmin': 375, 'xmax': 527, 'ymin': 11, 'ymax': 375, 'class_id': 0, 'confidence': 0}]"
18:47:41,1,1,1,1,1,18.81899979114532,18.81899979114532,0.16595053672790527,3.361701965332031e-05,"[{'xmin': 371, 'xmax': 522, 'ymin': 23, 'ymax': 389, 'class_id': 0, 'confidence': 0.9408165}, {'xmin': 375, 'xmax': 526, 'ymin': 11, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:41,1,1,1,1,1,19.807764792442317,19.807764792442317,0.15925836563110352,3.314018249511719e-05,"[{'xmin': 372, 'xmax': 523, 'ymin': 23, 'ymax': 388, 'class_id': 0, 'confidence': 0.9532871}, {'xmin': 376, 'xmax': 526, 'ymin': 11, 'ymax': 375, 'class_id': 0, 'confidence': 0}]"
18:47:41,1,1,1,1,1,20.81943900585174,20.81943900585174,0.1661074161529541,3.361701965332031e-05,"[{'xmin': 371, 'xmax': 523, 'ymin': 22, 'ymax': 389, 'class_id': 0, 'confidence': 0.94309527}, {'xmin': 375, 'xmax': 526, 'ymin': 9, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:42,1,1,1,1,1,21.86165356636047,21.86165356636047,0.23594117164611816,3.337860107421875e-05,"[{'xmin': 371, 'xmax': 524, 'ymin': 21, 'ymax': 391, 'class_id': 0, 'confidence': 0.9372482}, {'xmin': 376, 'xmax': 528, 'ymin': 8, 'ymax': 378, 'class_id': 0, 'confidence': 0}]"
18:47:42,1,1,1,1,1,22.924583959579465,22.924583959579465,0.14469432830810547,3.337860107421875e-05,"[{'xmin': 371, 'xmax': 525, 'ymin': 20, 'ymax': 390, 'class_id': 0, 'confidence': 0.92184776}, {'xmin': 377, 'xmax': 530, 'ymin': 7, 'ymax': 378, 'class_id': 0, 'confidence': 0}]"
18:47:42,1,1,1,1,1,24.010020995140074,24.010020995140074,0.16236138343811035,3.24249267578125e-05,"[{'xmin': 374, 'xmax': 527, 'ymin': 19, 'ymax': 391, 'class_id': 0, 'confidence': 0.92838657}, {'xmin': 378, 'xmax': 530, 'ymin': 9, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:42,1,1,1,1,1,25.12602276802063,25.12602276802063,0.23750948905944824,3.361701965332031e-05,"[{'xmin': 375, 'xmax': 527, 'ymin': 17, 'ymax': 393, 'class_id': 0, 'confidence': 0.9289718}, {'xmin': 379, 'xmax': 530, 'ymin': 8, 'ymax': 380, 'class_id': 0, 'confidence': 0}]"
18:47:43,1,1,1,1,1,26.26392011642456,26.26392011642456,0.15631651878356934,3.1948089599609375e-05,"[{'xmin': 375, 'xmax': 531, 'ymin': 23, 'ymax': 388, 'class_id': 0, 'confidence': 0.9468073}, {'xmin': 379, 'xmax': 534, 'ymin': 11, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:43,1,1,1,1,1,27.423102641105654,27.423102641105654,0.15035414695739746,3.409385681152344e-05,"[{'xmin': 376, 'xmax': 531, 'ymin': 22, 'ymax': 389, 'class_id': 0, 'confidence': 0.93848115}, {'xmin': 380, 'xmax': 535, 'ymin': 12, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:43,1,1,1,1,1,28.612724375724795,28.612724375724795,0.23620223999023438,3.24249267578125e-05,"[{'xmin': 376, 'xmax': 531, 'ymin': 21, 'ymax': 389, 'class_id': 0, 'confidence': 0.93192333}, {'xmin': 379, 'xmax': 535, 'ymin': 13, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:43,1,1,1,1,1,29.826140713691714,29.826140713691714,0.1751852035522461,3.314018249511719e-05,"[{'xmin': 375, 'xmax': 530, 'ymin': 20, 'ymax': 390, 'class_id': 0, 'confidence': 0.9172686}, {'xmin': 378, 'xmax': 535, 'ymin': 12, 'ymax': 376, 'class_id': 0, 'confidence': 0}]"
18:47:44,1,1,1,1,1,31.070661926269533,31.070661926269533,0.24245452880859375,3.24249267578125e-05,"[{'xmin': 375, 'xmax': 530, 'ymin': 20, 'ymax': 389, 'class_id': 0, 'confidence': 0.91292554}, {'xmin': 378, 'xmax': 535, 'ymin': 12, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:44,1,1,1,1,1,32.33846371173859,32.33846371173859,0.17058324813842773,3.314018249511719e-05,"[{'xmin': 375, 'xmax': 529, 'ymin': 19, 'ymax': 390, 'class_id': 0, 'confidence': 0.90669113}, {'xmin': 378, 'xmax': 535, 'ymin': 12, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:44,1,1,1,1,1,33.629949426651,33.629949426651,0.17484664916992188,3.409385681152344e-05,"[{'xmin': 376, 'xmax': 529, 'ymin': 18, 'ymax': 391, 'class_id': 0, 'confidence': 0.8853448}, {'xmin': 378, 'xmax': 533, 'ymin': 11, 'ymax': 378, 'class_id': 0, 'confidence': 0}]"
18:47:44,1,1,1,1,1,34.951784348487855,34.951784348487855,0.23628878593444824,3.361701965332031e-05,"[{'xmin': 374, 'xmax': 530, 'ymin': 20, 'ymax': 389, 'class_id': 0, 'confidence': 0.89289635}, {'xmin': 378, 'xmax': 534, 'ymin': 11, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:45,1,1,1,1,1,36.30333867073059,36.30333867073059,0.22901129722595215,3.266334533691406e-05,"[{'xmin': 373, 'xmax': 531, 'ymin': 23, 'ymax': 387, 'class_id': 0, 'confidence': 0.9107038}, {'xmin': 377, 'xmax': 534, 'ymin': 11, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:45,1,1,1,1,1,37.685980677604675,37.685980677604675,0.2419588565826416,3.314018249511719e-05,"[{'xmin': 372, 'xmax': 531, 'ymin': 22, 'ymax': 388, 'class_id': 0, 'confidence': 0.88826424}, {'xmin': 377, 'xmax': 535, 'ymin': 11, 'ymax': 377, 'class_id': 0, 'confidence': 0}]"
18:47:45,1,1,1,1,1,39.09155523777008,39.09155523777008,0.1666431427001953,3.266334533691406e-05,"[{'xmin': 373, 'xmax': 530, 'ymin': 23, 'ymax': 387, 'class_id': 0, 'confidence': 0.9127507}, {'xmin': 378, 'xmax': 532, 'ymin': 15, 'ymax': 373, 'class_id': 0, 'confidence': 0}]"
18:47:46,1,1,1,1,1,40.52699449062347,40.52699449062347,0.2306690216064453,3.3855438232421875e-05,"[{'xmin': 374, 'xmax': 529, 'ymin': 23, 'ymax': 387, 'class_id': 0, 'confidence': 0.9114566}, {'xmin': 378, 'xmax': 531, 'ymin': 14, 'ymax': 373, 'class_id': 0, 'confidence': 0}]"
18:47:46,1,1,1,1,1,41.98435387611389,41.98435387611389,0.1567702293395996,3.314018249511719e-05,"[{'xmin': 374, 'xmax': 530, 'ymin': 22, 'ymax': 388, 'class_id': 0, 'confidence': 0.9324362}, {'xmin': 379, 'xmax': 533, 'ymin': 14, 'ymax': 374, 'class_id': 0, 'confidence': 0}]"
18:47:46,1,1,1,1,1,43.4729101896286,43.4729101896286,0.24528980255126953,3.3855438232421875e-05,"[{'xmin': 374, 'xmax': 530, 'ymin': 24, 'ymax': 387, 'class_id': 0, 'confidence': 0.92722464}, {'xmin': 379, 'xmax': 534, 'ymin': 15, 'ymax': 373, 'class_id': 0, 'confidence': 0}]"
18:47:46,1,1,1,1,1,44.98635377883911,44.98635377883911,0.18614864349365234,3.337860107421875e-05,"[{'xmin': 375, 'xmax': 530, 'ymin': 22, 'ymax': 388, 'class_id': 0, 'confidence': 0.94678056}, {'xmin': 379, 'xmax': 533, 'ymin': 14, 'ymax': 374, 'class_id': 0, 'confidence': 0}]"
18:47:47,1,1,1,1,1,46.52206790447235,46.52206790447235,0.16017389297485352,3.361701965332031e-05,"[{'xmin': 376, 'xmax': 530, 'ymin': 22, 'ymax': 388, 'class_id': 0, 'confidence': 0.9289947}, {'xmin': 380, 'xmax': 533, 'ymin': 14, 'ymax': 374, 'class_id': 0, 'confidence': 0}]"
18:47:47,1,1,1,1,1,48.08944475650787,48.08944475650787,0.24913883209228516,3.3855438232421875e-05,"[{'xmin': 376, 'xmax': 530, 'ymin': 22, 'ymax': 389, 'class_id': 0, 'confidence': 0.9187455}, {'xmin': 379, 'xmax': 532, 'ymin': 15, 'ymax': 374, 'class_id': 0, 'confidence': 0}]"
18:47:47,1,1,1,1,1,49.67990489006043,49.67990489006043,0.16768479347229004,3.62396240234375e-05,"[{'xmin': 376, 'xmax': 531, 'ymin': 21, 'ymax': 389, 'class_id': 0, 'confidence': 0.93326336}, {'xmin': 379, 'xmax': 533, 'ymin': 14, 'ymax': 375, 'class_id': 0, 'confidence': 0}]"
